file_path,label
./prospace_assignment/prospace_assignment\158_2023_0.tif,growing
./prospace_assignment/prospace_assignment\158_2023_1.tif,growing
./prospace_assignment/prospace_assignment\158_2023_2.tif,growing
./prospace_assignment/prospace_assignment\158_2023_3.tif,growing
./prospace_assignment/prospace_assignment\159_2022_10.tif,growing
./prospace_assignment/prospace_assignment\159_2022_11.tif,growing
./prospace_assignment/prospace_assignment\159_2022_4.tif,growing
./prospace_assignment/prospace_assignment\159_2022_5.tif,growing
./prospace_assignment/prospace_assignment\159_2022_6.tif,growing
./prospace_assignment/prospace_assignment\159_2022_7.tif,lush
./prospace_assignment/prospace_assignment\159_2022_8.tif,lush
./prospace_assignment/prospace_assignment\159_2022_9.tif,growing
./prospace_assignment/prospace_assignment\159_2023_0.tif,growing
./prospace_assignment/prospace_assignment\159_2023_1.tif,growing
./prospace_assignment/prospace_assignment\159_2023_2.tif,growing
./prospace_assignment/prospace_assignment\159_2023_3.tif,growing
./prospace_assignment/prospace_assignment\15_2022_10.tif,growing
./prospace_assignment/prospace_assignment\15_2022_11.tif,growing
./prospace_assignment/prospace_assignment\15_2022_4.tif,growing
./prospace_assignment/prospace_assignment\15_2022_5.tif,growing
./prospace_assignment/prospace_assignment\15_2022_6.tif,growing
./prospace_assignment/prospace_assignment\15_2022_7.tif,lush
./prospace_assignment/prospace_assignment\15_2022_8.tif,lush
./prospace_assignment/prospace_assignment\15_2022_9.tif,growing
./prospace_assignment/prospace_assignment\15_2023_0.tif,lush
./prospace_assignment/prospace_assignment\15_2023_1.tif,growing
./prospace_assignment/prospace_assignment\15_2023_2.tif,growing
./prospace_assignment/prospace_assignment\15_2023_3.tif,growing
./prospace_assignment/prospace_assignment\160_2022_10.tif,growing
./prospace_assignment/prospace_assignment\160_2022_11.tif,growing
./prospace_assignment/prospace_assignment\160_2022_4.tif,growing
./prospace_assignment/prospace_assignment\160_2022_5.tif,growing
./prospace_assignment/prospace_assignment\160_2022_6.tif,growing
./prospace_assignment/prospace_assignment\160_2022_7.tif,lush
./prospace_assignment/prospace_assignment\160_2022_8.tif,lush
./prospace_assignment/prospace_assignment\160_2022_9.tif,lush
./prospace_assignment/prospace_assignment\160_2023_0.tif,growing
./prospace_assignment/prospace_assignment\160_2023_1.tif,growing
./prospace_assignment/prospace_assignment\160_2023_2.tif,growing
./prospace_assignment/prospace_assignment\160_2023_3.tif,growing
./prospace_assignment/prospace_assignment\161_2022_10.tif,growing
./prospace_assignment/prospace_assignment\161_2022_11.tif,growing
./prospace_assignment/prospace_assignment\161_2022_4.tif,growing
./prospace_assignment/prospace_assignment\161_2022_5.tif,growing
./prospace_assignment/prospace_assignment\161_2022_6.tif,growing
./prospace_assignment/prospace_assignment\161_2022_7.tif,lush
./prospace_assignment/prospace_assignment\161_2022_8.tif,lush
./prospace_assignment/prospace_assignment\161_2022_9.tif,growing
./prospace_assignment/prospace_assignment\161_2023_0.tif,lush
./prospace_assignment/prospace_assignment\161_2023_1.tif,lush
./prospace_assignment/prospace_assignment\161_2023_2.tif,growing
./prospace_assignment/prospace_assignment\161_2023_3.tif,growing
./prospace_assignment/prospace_assignment\162_2022_10.tif,growing
./prospace_assignment/prospace_assignment\162_2022_11.tif,growing
./prospace_assignment/prospace_assignment\162_2022_4.tif,growing
./prospace_assignment/prospace_assignment\162_2022_5.tif,growing
./prospace_assignment/prospace_assignment\162_2022_6.tif,growing
./prospace_assignment/prospace_assignment\162_2022_7.tif,lush
./prospace_assignment/prospace_assignment\162_2022_8.tif,lush
./prospace_assignment/prospace_assignment\162_2022_9.tif,growing
./prospace_assignment/prospace_assignment\162_2023_0.tif,growing
./prospace_assignment/prospace_assignment\162_2023_1.tif,growing
./prospace_assignment/prospace_assignment\162_2023_2.tif,growing
./prospace_assignment/prospace_assignment\162_2023_3.tif,growing
./prospace_assignment/prospace_assignment\163_2022_10.tif,growing
./prospace_assignment/prospace_assignment\163_2022_11.tif,growing
./prospace_assignment/prospace_assignment\163_2022_4.tif,growing
./prospace_assignment/prospace_assignment\163_2022_5.tif,growing
./prospace_assignment/prospace_assignment\163_2022_6.tif,growing
./prospace_assignment/prospace_assignment\163_2022_7.tif,growing
./prospace_assignment/prospace_assignment\163_2022_8.tif,lush
./prospace_assignment/prospace_assignment\163_2022_9.tif,growing
./prospace_assignment/prospace_assignment\163_2023_0.tif,growing
./prospace_assignment/prospace_assignment\163_2023_1.tif,growing
./prospace_assignment/prospace_assignment\163_2023_2.tif,growing
./prospace_assignment/prospace_assignment\163_2023_3.tif,growing
./prospace_assignment/prospace_assignment\164_2022_10.tif,growing
./prospace_assignment/prospace_assignment\164_2022_11.tif,growing
./prospace_assignment/prospace_assignment\164_2022_4.tif,growing
./prospace_assignment/prospace_assignment\164_2022_5.tif,growing
./prospace_assignment/prospace_assignment\164_2022_6.tif,growing
./prospace_assignment/prospace_assignment\164_2022_7.tif,lush
./prospace_assignment/prospace_assignment\164_2022_8.tif,lush
./prospace_assignment/prospace_assignment\164_2022_9.tif,lush
./prospace_assignment/prospace_assignment\164_2023_0.tif,growing
./prospace_assignment/prospace_assignment\164_2023_1.tif,growing
./prospace_assignment/prospace_assignment\164_2023_2.tif,growing
./prospace_assignment/prospace_assignment\164_2023_3.tif,growing
./prospace_assignment/prospace_assignment\165_2022_10.tif,growing
./prospace_assignment/prospace_assignment\165_2022_11.tif,growing
./prospace_assignment/prospace_assignment\165_2022_4.tif,growing
./prospace_assignment/prospace_assignment\165_2022_5.tif,growing
./prospace_assignment/prospace_assignment\165_2022_6.tif,growing
./prospace_assignment/prospace_assignment\165_2022_7.tif,growing
./prospace_assignment/prospace_assignment\165_2022_8.tif,lush
./prospace_assignment/prospace_assignment\165_2022_9.tif,growing
./prospace_assignment/prospace_assignment\165_2023_0.tif,lush
./prospace_assignment/prospace_assignment\165_2023_1.tif,growing
./prospace_assignment/prospace_assignment\165_2023_2.tif,growing
./prospace_assignment/prospace_assignment\165_2023_3.tif,growing
./prospace_assignment/prospace_assignment\166_2022_10.tif,growing
./prospace_assignment/prospace_assignment\166_2022_11.tif,growing
./prospace_assignment/prospace_assignment\166_2022_4.tif,growing
./prospace_assignment/prospace_assignment\166_2022_5.tif,growing
./prospace_assignment/prospace_assignment\166_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\166_2022_7.tif,lush
./prospace_assignment/prospace_assignment\166_2022_8.tif,lush
./prospace_assignment/prospace_assignment\166_2022_9.tif,lush
./prospace_assignment/prospace_assignment\166_2023_0.tif,growing
./prospace_assignment/prospace_assignment\166_2023_1.tif,growing
./prospace_assignment/prospace_assignment\166_2023_2.tif,growing
./prospace_assignment/prospace_assignment\166_2023_3.tif,growing
./prospace_assignment/prospace_assignment\167_2022_10.tif,growing
./prospace_assignment/prospace_assignment\167_2022_11.tif,growing
./prospace_assignment/prospace_assignment\167_2022_4.tif,growing
./prospace_assignment/prospace_assignment\167_2022_5.tif,growing
./prospace_assignment/prospace_assignment\167_2022_6.tif,growing
./prospace_assignment/prospace_assignment\167_2022_7.tif,lush
./prospace_assignment/prospace_assignment\167_2022_8.tif,lush
./prospace_assignment/prospace_assignment\167_2022_9.tif,growing
./prospace_assignment/prospace_assignment\167_2023_0.tif,lush
./prospace_assignment/prospace_assignment\167_2023_1.tif,growing
./prospace_assignment/prospace_assignment\167_2023_2.tif,growing
./prospace_assignment/prospace_assignment\167_2023_3.tif,growing
./prospace_assignment/prospace_assignment\168_2022_10.tif,growing
./prospace_assignment/prospace_assignment\168_2022_11.tif,growing
./prospace_assignment/prospace_assignment\168_2022_4.tif,growing
./prospace_assignment/prospace_assignment\168_2022_5.tif,growing
./prospace_assignment/prospace_assignment\168_2022_6.tif,growing
./prospace_assignment/prospace_assignment\168_2022_7.tif,growing
./prospace_assignment/prospace_assignment\168_2022_8.tif,lush
./prospace_assignment/prospace_assignment\168_2022_9.tif,growing
./prospace_assignment/prospace_assignment\168_2023_0.tif,lush
./prospace_assignment/prospace_assignment\168_2023_1.tif,growing
./prospace_assignment/prospace_assignment\168_2023_2.tif,growing
./prospace_assignment/prospace_assignment\168_2023_3.tif,growing
./prospace_assignment/prospace_assignment\169_2022_10.tif,growing
./prospace_assignment/prospace_assignment\169_2022_11.tif,growing
./prospace_assignment/prospace_assignment\169_2022_4.tif,growing
./prospace_assignment/prospace_assignment\169_2022_5.tif,growing
./prospace_assignment/prospace_assignment\169_2022_6.tif,growing
./prospace_assignment/prospace_assignment\169_2022_7.tif,growing
./prospace_assignment/prospace_assignment\169_2022_8.tif,lush
./prospace_assignment/prospace_assignment\169_2022_9.tif,growing
./prospace_assignment/prospace_assignment\169_2023_0.tif,growing
./prospace_assignment/prospace_assignment\169_2023_1.tif,growing
./prospace_assignment/prospace_assignment\169_2023_2.tif,growing
./prospace_assignment/prospace_assignment\169_2023_3.tif,growing
./prospace_assignment/prospace_assignment\16_2022_10.tif,growing
./prospace_assignment/prospace_assignment\16_2022_11.tif,growing
./prospace_assignment/prospace_assignment\16_2022_4.tif,growing
./prospace_assignment/prospace_assignment\16_2022_5.tif,growing
./prospace_assignment/prospace_assignment\16_2022_6.tif,growing
./prospace_assignment/prospace_assignment\16_2022_7.tif,growing
./prospace_assignment/prospace_assignment\16_2022_8.tif,lush
./prospace_assignment/prospace_assignment\16_2022_9.tif,growing
./prospace_assignment/prospace_assignment\16_2023_0.tif,lush
./prospace_assignment/prospace_assignment\16_2023_1.tif,growing
./prospace_assignment/prospace_assignment\16_2023_2.tif,growing
./prospace_assignment/prospace_assignment\16_2023_3.tif,growing
./prospace_assignment/prospace_assignment\170_2022_10.tif,growing
./prospace_assignment/prospace_assignment\170_2022_11.tif,growing
./prospace_assignment/prospace_assignment\170_2022_4.tif,growing
./prospace_assignment/prospace_assignment\170_2022_5.tif,growing
./prospace_assignment/prospace_assignment\170_2022_6.tif,growing
./prospace_assignment/prospace_assignment\170_2022_7.tif,lush
./prospace_assignment/prospace_assignment\170_2022_8.tif,lush
./prospace_assignment/prospace_assignment\170_2022_9.tif,growing
./prospace_assignment/prospace_assignment\170_2023_0.tif,lush
./prospace_assignment/prospace_assignment\170_2023_1.tif,lush
./prospace_assignment/prospace_assignment\170_2023_2.tif,growing
./prospace_assignment/prospace_assignment\170_2023_3.tif,growing
./prospace_assignment/prospace_assignment\171_2022_10.tif,growing
./prospace_assignment/prospace_assignment\171_2022_11.tif,growing
./prospace_assignment/prospace_assignment\171_2022_4.tif,growing
./prospace_assignment/prospace_assignment\171_2022_5.tif,growing
./prospace_assignment/prospace_assignment\171_2022_6.tif,growing
./prospace_assignment/prospace_assignment\171_2022_7.tif,growing
./prospace_assignment/prospace_assignment\171_2022_8.tif,growing
./prospace_assignment/prospace_assignment\171_2022_9.tif,lush
./prospace_assignment/prospace_assignment\171_2023_0.tif,growing
./prospace_assignment/prospace_assignment\171_2023_1.tif,growing
./prospace_assignment/prospace_assignment\171_2023_2.tif,growing
./prospace_assignment/prospace_assignment\171_2023_3.tif,growing
./prospace_assignment/prospace_assignment\172_2022_10.tif,growing
./prospace_assignment/prospace_assignment\172_2022_11.tif,growing
./prospace_assignment/prospace_assignment\172_2022_4.tif,growing
./prospace_assignment/prospace_assignment\172_2022_5.tif,growing
./prospace_assignment/prospace_assignment\172_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\172_2022_7.tif,growing
./prospace_assignment/prospace_assignment\172_2022_8.tif,lush
./prospace_assignment/prospace_assignment\172_2022_9.tif,lush
./prospace_assignment/prospace_assignment\172_2023_0.tif,growing
./prospace_assignment/prospace_assignment\172_2023_1.tif,growing
./prospace_assignment/prospace_assignment\172_2023_2.tif,growing
./prospace_assignment/prospace_assignment\172_2023_3.tif,growing
./prospace_assignment/prospace_assignment\173_2022_10.tif,lush
./prospace_assignment/prospace_assignment\173_2022_11.tif,growing
./prospace_assignment/prospace_assignment\173_2022_4.tif,growing
./prospace_assignment/prospace_assignment\173_2022_5.tif,growing
./prospace_assignment/prospace_assignment\173_2022_6.tif,growing
./prospace_assignment/prospace_assignment\173_2022_7.tif,growing
./prospace_assignment/prospace_assignment\173_2022_8.tif,growing
./prospace_assignment/prospace_assignment\173_2022_9.tif,lush
./prospace_assignment/prospace_assignment\173_2023_0.tif,growing
./prospace_assignment/prospace_assignment\173_2023_1.tif,growing
./prospace_assignment/prospace_assignment\173_2023_2.tif,growing
./prospace_assignment/prospace_assignment\173_2023_3.tif,growing
./prospace_assignment/prospace_assignment\174_2022_10.tif,growing
./prospace_assignment/prospace_assignment\174_2022_11.tif,growing
./prospace_assignment/prospace_assignment\174_2022_4.tif,growing
./prospace_assignment/prospace_assignment\174_2022_5.tif,growing
./prospace_assignment/prospace_assignment\174_2022_6.tif,growing
./prospace_assignment/prospace_assignment\174_2022_7.tif,growing
./prospace_assignment/prospace_assignment\174_2022_8.tif,lush
./prospace_assignment/prospace_assignment\174_2022_9.tif,growing
./prospace_assignment/prospace_assignment\174_2023_0.tif,growing
./prospace_assignment/prospace_assignment\174_2023_1.tif,growing
./prospace_assignment/prospace_assignment\174_2023_2.tif,growing
./prospace_assignment/prospace_assignment\174_2023_3.tif,growing
./prospace_assignment/prospace_assignment\175_2022_10.tif,growing
./prospace_assignment/prospace_assignment\175_2022_11.tif,growing
./prospace_assignment/prospace_assignment\175_2022_4.tif,growing
./prospace_assignment/prospace_assignment\175_2022_5.tif,growing
./prospace_assignment/prospace_assignment\175_2022_6.tif,growing
./prospace_assignment/prospace_assignment\175_2022_7.tif,growing
./prospace_assignment/prospace_assignment\175_2022_8.tif,lush
./prospace_assignment/prospace_assignment\175_2022_9.tif,lush
./prospace_assignment/prospace_assignment\175_2023_0.tif,lush
./prospace_assignment/prospace_assignment\175_2023_1.tif,growing
./prospace_assignment/prospace_assignment\175_2023_2.tif,growing
./prospace_assignment/prospace_assignment\175_2023_3.tif,growing
./prospace_assignment/prospace_assignment\176_2022_10.tif,growing
./prospace_assignment/prospace_assignment\176_2022_11.tif,growing
./prospace_assignment/prospace_assignment\176_2022_4.tif,growing
./prospace_assignment/prospace_assignment\176_2022_5.tif,growing
./prospace_assignment/prospace_assignment\176_2022_6.tif,growing
./prospace_assignment/prospace_assignment\176_2022_7.tif,growing
./prospace_assignment/prospace_assignment\176_2022_8.tif,lush
./prospace_assignment/prospace_assignment\176_2022_9.tif,growing
./prospace_assignment/prospace_assignment\176_2023_0.tif,lush
./prospace_assignment/prospace_assignment\176_2023_1.tif,growing
./prospace_assignment/prospace_assignment\176_2023_2.tif,growing
./prospace_assignment/prospace_assignment\176_2023_3.tif,growing
./prospace_assignment/prospace_assignment\177_2022_10.tif,growing
./prospace_assignment/prospace_assignment\177_2022_11.tif,growing
./prospace_assignment/prospace_assignment\177_2022_4.tif,growing
./prospace_assignment/prospace_assignment\177_2022_5.tif,growing
./prospace_assignment/prospace_assignment\177_2022_6.tif,growing
./prospace_assignment/prospace_assignment\177_2022_7.tif,growing
./prospace_assignment/prospace_assignment\177_2022_8.tif,growing
./prospace_assignment/prospace_assignment\177_2022_9.tif,lush
./prospace_assignment/prospace_assignment\177_2023_0.tif,growing
./prospace_assignment/prospace_assignment\177_2023_1.tif,growing
./prospace_assignment/prospace_assignment\177_2023_2.tif,growing
./prospace_assignment/prospace_assignment\177_2023_3.tif,growing
./prospace_assignment/prospace_assignment\178_2022_10.tif,growing
./prospace_assignment/prospace_assignment\178_2022_11.tif,growing
./prospace_assignment/prospace_assignment\178_2022_4.tif,growing
./prospace_assignment/prospace_assignment\178_2022_5.tif,growing
./prospace_assignment/prospace_assignment\178_2022_6.tif,growing
./prospace_assignment/prospace_assignment\178_2022_7.tif,lush
./prospace_assignment/prospace_assignment\178_2022_8.tif,lush
./prospace_assignment/prospace_assignment\178_2022_9.tif,growing
./prospace_assignment/prospace_assignment\178_2023_0.tif,growing
./prospace_assignment/prospace_assignment\178_2023_1.tif,lush
./prospace_assignment/prospace_assignment\178_2023_2.tif,growing
./prospace_assignment/prospace_assignment\178_2023_3.tif,growing
./prospace_assignment/prospace_assignment\179_2022_10.tif,growing
./prospace_assignment/prospace_assignment\179_2022_11.tif,growing
./prospace_assignment/prospace_assignment\179_2022_4.tif,growing
./prospace_assignment/prospace_assignment\179_2022_5.tif,growing
./prospace_assignment/prospace_assignment\179_2022_6.tif,growing
./prospace_assignment/prospace_assignment\179_2022_7.tif,lush
./prospace_assignment/prospace_assignment\179_2022_8.tif,lush
./prospace_assignment/prospace_assignment\179_2022_9.tif,growing
./prospace_assignment/prospace_assignment\179_2023_0.tif,lush
./prospace_assignment/prospace_assignment\179_2023_1.tif,growing
./prospace_assignment/prospace_assignment\179_2023_2.tif,growing
./prospace_assignment/prospace_assignment\179_2023_3.tif,growing
./prospace_assignment/prospace_assignment\17_2022_10.tif,lush
./prospace_assignment/prospace_assignment\17_2022_11.tif,growing
./prospace_assignment/prospace_assignment\17_2022_4.tif,growing
./prospace_assignment/prospace_assignment\17_2022_5.tif,growing
./prospace_assignment/prospace_assignment\17_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\17_2022_7.tif,lush
./prospace_assignment/prospace_assignment\17_2022_8.tif,lush
./prospace_assignment/prospace_assignment\17_2022_9.tif,lush
./prospace_assignment/prospace_assignment\17_2023_0.tif,growing
./prospace_assignment/prospace_assignment\17_2023_1.tif,growing
./prospace_assignment/prospace_assignment\17_2023_2.tif,growing
./prospace_assignment/prospace_assignment\17_2023_3.tif,growing
./prospace_assignment/prospace_assignment\180_2022_10.tif,growing
./prospace_assignment/prospace_assignment\180_2022_11.tif,growing
./prospace_assignment/prospace_assignment\180_2022_4.tif,growing
./prospace_assignment/prospace_assignment\180_2022_5.tif,growing
./prospace_assignment/prospace_assignment\180_2022_6.tif,growing
./prospace_assignment/prospace_assignment\180_2022_7.tif,growing
./prospace_assignment/prospace_assignment\180_2022_8.tif,lush
./prospace_assignment/prospace_assignment\180_2022_9.tif,lush
./prospace_assignment/prospace_assignment\180_2023_0.tif,lush
./prospace_assignment/prospace_assignment\180_2023_1.tif,growing
./prospace_assignment/prospace_assignment\180_2023_2.tif,growing
./prospace_assignment/prospace_assignment\180_2023_3.tif,growing
./prospace_assignment/prospace_assignment\181_2022_10.tif,growing
./prospace_assignment/prospace_assignment\181_2022_11.tif,lush
./prospace_assignment/prospace_assignment\181_2022_4.tif,growing
./prospace_assignment/prospace_assignment\181_2022_5.tif,growing
./prospace_assignment/prospace_assignment\181_2022_6.tif,growing
./prospace_assignment/prospace_assignment\181_2022_7.tif,lush
./prospace_assignment/prospace_assignment\181_2022_8.tif,lush
./prospace_assignment/prospace_assignment\181_2022_9.tif,growing
./prospace_assignment/prospace_assignment\181_2023_0.tif,lush
./prospace_assignment/prospace_assignment\181_2023_1.tif,growing
./prospace_assignment/prospace_assignment\181_2023_2.tif,growing
./prospace_assignment/prospace_assignment\181_2023_3.tif,growing
./prospace_assignment/prospace_assignment\182_2022_10.tif,growing
./prospace_assignment/prospace_assignment\182_2022_11.tif,growing
./prospace_assignment/prospace_assignment\182_2022_4.tif,growing
./prospace_assignment/prospace_assignment\182_2022_5.tif,growing
./prospace_assignment/prospace_assignment\182_2022_6.tif,growing
./prospace_assignment/prospace_assignment\182_2022_7.tif,growing
./prospace_assignment/prospace_assignment\182_2022_8.tif,lush
./prospace_assignment/prospace_assignment\182_2022_9.tif,growing
./prospace_assignment/prospace_assignment\182_2023_0.tif,growing
./prospace_assignment/prospace_assignment\182_2023_1.tif,growing
./prospace_assignment/prospace_assignment\182_2023_2.tif,growing
./prospace_assignment/prospace_assignment\182_2023_3.tif,growing
./prospace_assignment/prospace_assignment\183_2022_10.tif,lush
./prospace_assignment/prospace_assignment\183_2022_11.tif,lush
./prospace_assignment/prospace_assignment\183_2022_4.tif,lush
./prospace_assignment/prospace_assignment\183_2022_5.tif,growing
./prospace_assignment/prospace_assignment\183_2022_6.tif,growing
./prospace_assignment/prospace_assignment\183_2022_7.tif,lush
./prospace_assignment/prospace_assignment\183_2022_8.tif,lush
./prospace_assignment/prospace_assignment\183_2022_9.tif,lush
./prospace_assignment/prospace_assignment\183_2023_0.tif,growing
./prospace_assignment/prospace_assignment\183_2023_1.tif,growing
./prospace_assignment/prospace_assignment\183_2023_2.tif,growing
./prospace_assignment/prospace_assignment\183_2023_3.tif,growing
./prospace_assignment/prospace_assignment\184_2022_10.tif,growing
./prospace_assignment/prospace_assignment\184_2022_11.tif,growing
./prospace_assignment/prospace_assignment\184_2022_4.tif,growing
./prospace_assignment/prospace_assignment\184_2022_5.tif,growing
./prospace_assignment/prospace_assignment\184_2022_6.tif,growing
./prospace_assignment/prospace_assignment\184_2022_7.tif,growing
./prospace_assignment/prospace_assignment\184_2022_8.tif,lush
./prospace_assignment/prospace_assignment\184_2022_9.tif,growing
./prospace_assignment/prospace_assignment\184_2023_0.tif,growing
./prospace_assignment/prospace_assignment\184_2023_1.tif,growing
./prospace_assignment/prospace_assignment\184_2023_2.tif,growing
./prospace_assignment/prospace_assignment\184_2023_3.tif,growing
./prospace_assignment/prospace_assignment\185_2022_10.tif,growing
./prospace_assignment/prospace_assignment\185_2022_11.tif,growing
./prospace_assignment/prospace_assignment\185_2022_4.tif,growing
./prospace_assignment/prospace_assignment\185_2022_5.tif,growing
./prospace_assignment/prospace_assignment\185_2022_6.tif,growing
./prospace_assignment/prospace_assignment\185_2022_7.tif,growing
./prospace_assignment/prospace_assignment\185_2022_8.tif,lush
./prospace_assignment/prospace_assignment\185_2022_9.tif,growing
./prospace_assignment/prospace_assignment\185_2023_0.tif,lush
./prospace_assignment/prospace_assignment\185_2023_1.tif,lush
./prospace_assignment/prospace_assignment\185_2023_2.tif,growing
./prospace_assignment/prospace_assignment\185_2023_3.tif,growing
./prospace_assignment/prospace_assignment\186_2022_10.tif,growing
./prospace_assignment/prospace_assignment\186_2022_11.tif,growing
./prospace_assignment/prospace_assignment\186_2022_4.tif,growing
./prospace_assignment/prospace_assignment\186_2022_5.tif,growing
./prospace_assignment/prospace_assignment\186_2022_6.tif,growing
./prospace_assignment/prospace_assignment\186_2022_7.tif,growing
./prospace_assignment/prospace_assignment\186_2022_8.tif,growing
./prospace_assignment/prospace_assignment\186_2022_9.tif,growing
./prospace_assignment/prospace_assignment\186_2023_0.tif,growing
./prospace_assignment/prospace_assignment\186_2023_1.tif,growing
./prospace_assignment/prospace_assignment\186_2023_2.tif,growing
./prospace_assignment/prospace_assignment\186_2023_3.tif,growing
./prospace_assignment/prospace_assignment\187_2022_10.tif,lush
./prospace_assignment/prospace_assignment\187_2022_11.tif,growing
./prospace_assignment/prospace_assignment\187_2022_4.tif,growing
./prospace_assignment/prospace_assignment\187_2022_5.tif,growing
./prospace_assignment/prospace_assignment\187_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\187_2022_7.tif,growing
./prospace_assignment/prospace_assignment\187_2022_8.tif,growing
./prospace_assignment/prospace_assignment\187_2022_9.tif,lush
./prospace_assignment/prospace_assignment\187_2023_0.tif,growing
./prospace_assignment/prospace_assignment\187_2023_1.tif,growing
./prospace_assignment/prospace_assignment\187_2023_2.tif,growing
./prospace_assignment/prospace_assignment\187_2023_3.tif,growing
./prospace_assignment/prospace_assignment\188_2022_10.tif,growing
./prospace_assignment/prospace_assignment\188_2022_11.tif,growing
./prospace_assignment/prospace_assignment\188_2022_4.tif,growing
./prospace_assignment/prospace_assignment\188_2022_5.tif,growing
./prospace_assignment/prospace_assignment\188_2022_6.tif,growing
./prospace_assignment/prospace_assignment\188_2022_7.tif,lush
./prospace_assignment/prospace_assignment\188_2022_8.tif,lush
./prospace_assignment/prospace_assignment\188_2022_9.tif,growing
./prospace_assignment/prospace_assignment\188_2023_0.tif,lush
./prospace_assignment/prospace_assignment\188_2023_1.tif,growing
./prospace_assignment/prospace_assignment\188_2023_2.tif,growing
./prospace_assignment/prospace_assignment\188_2023_3.tif,growing
./prospace_assignment/prospace_assignment\189_2022_10.tif,growing
./prospace_assignment/prospace_assignment\189_2022_11.tif,growing
./prospace_assignment/prospace_assignment\189_2022_4.tif,growing
./prospace_assignment/prospace_assignment\189_2022_5.tif,growing
./prospace_assignment/prospace_assignment\189_2022_6.tif,growing
./prospace_assignment/prospace_assignment\189_2022_7.tif,growing
./prospace_assignment/prospace_assignment\189_2022_8.tif,lush
./prospace_assignment/prospace_assignment\189_2022_9.tif,lush
./prospace_assignment/prospace_assignment\189_2023_0.tif,growing
./prospace_assignment/prospace_assignment\189_2023_1.tif,growing
./prospace_assignment/prospace_assignment\189_2023_2.tif,growing
./prospace_assignment/prospace_assignment\189_2023_3.tif,growing
./prospace_assignment/prospace_assignment\18_2022_10.tif,growing
./prospace_assignment/prospace_assignment\18_2022_11.tif,growing
./prospace_assignment/prospace_assignment\18_2022_4.tif,growing
./prospace_assignment/prospace_assignment\18_2022_5.tif,growing
./prospace_assignment/prospace_assignment\18_2022_6.tif,growing
./prospace_assignment/prospace_assignment\18_2022_7.tif,lush
./prospace_assignment/prospace_assignment\18_2022_8.tif,lush
./prospace_assignment/prospace_assignment\18_2022_9.tif,growing
./prospace_assignment/prospace_assignment\18_2023_0.tif,lush
./prospace_assignment/prospace_assignment\18_2023_1.tif,growing
./prospace_assignment/prospace_assignment\18_2023_2.tif,growing
./prospace_assignment/prospace_assignment\18_2023_3.tif,growing
./prospace_assignment/prospace_assignment\190_2022_10.tif,growing
./prospace_assignment/prospace_assignment\190_2022_11.tif,growing
./prospace_assignment/prospace_assignment\190_2022_4.tif,growing
./prospace_assignment/prospace_assignment\190_2022_5.tif,growing
./prospace_assignment/prospace_assignment\190_2022_6.tif,growing
./prospace_assignment/prospace_assignment\190_2022_7.tif,growing
./prospace_assignment/prospace_assignment\190_2022_8.tif,growing
./prospace_assignment/prospace_assignment\190_2022_9.tif,growing
./prospace_assignment/prospace_assignment\190_2023_0.tif,growing
./prospace_assignment/prospace_assignment\190_2023_1.tif,growing
./prospace_assignment/prospace_assignment\190_2023_2.tif,growing
./prospace_assignment/prospace_assignment\190_2023_3.tif,growing
./prospace_assignment/prospace_assignment\191_2022_10.tif,growing
./prospace_assignment/prospace_assignment\191_2022_11.tif,growing
./prospace_assignment/prospace_assignment\191_2022_4.tif,growing
./prospace_assignment/prospace_assignment\191_2022_5.tif,growing
./prospace_assignment/prospace_assignment\191_2022_6.tif,growing
./prospace_assignment/prospace_assignment\191_2022_7.tif,no_crop
./prospace_assignment/prospace_assignment\191_2022_8.tif,growing
./prospace_assignment/prospace_assignment\191_2022_9.tif,growing
./prospace_assignment/prospace_assignment\191_2023_0.tif,growing
./prospace_assignment/prospace_assignment\191_2023_1.tif,growing
./prospace_assignment/prospace_assignment\191_2023_2.tif,growing
./prospace_assignment/prospace_assignment\191_2023_3.tif,growing
./prospace_assignment/prospace_assignment\192_2022_10.tif,growing
./prospace_assignment/prospace_assignment\192_2022_11.tif,growing
./prospace_assignment/prospace_assignment\192_2022_4.tif,growing
./prospace_assignment/prospace_assignment\192_2022_5.tif,growing
./prospace_assignment/prospace_assignment\192_2022_6.tif,growing
./prospace_assignment/prospace_assignment\192_2022_7.tif,growing
./prospace_assignment/prospace_assignment\192_2022_8.tif,lush
./prospace_assignment/prospace_assignment\192_2022_9.tif,lush
./prospace_assignment/prospace_assignment\192_2023_0.tif,lush
./prospace_assignment/prospace_assignment\192_2023_1.tif,growing
./prospace_assignment/prospace_assignment\192_2023_2.tif,growing
./prospace_assignment/prospace_assignment\192_2023_3.tif,growing
./prospace_assignment/prospace_assignment\193_2022_10.tif,growing
./prospace_assignment/prospace_assignment\193_2022_11.tif,growing
./prospace_assignment/prospace_assignment\193_2022_4.tif,growing
./prospace_assignment/prospace_assignment\193_2022_5.tif,growing
./prospace_assignment/prospace_assignment\193_2022_6.tif,no_crop
./prospace_assignment/prospace_assignment\193_2022_7.tif,growing
